Theme (EN),Theme (Kabutan),TSE 17-Sector,TSE 33-Sector,Symbol,Company Name (EN),Name (Kabutan),Market (EN),Market (Kabutan)
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,4444,infoNet inc.,インフォネ,TSE Growth,東Ｇ
CRM (Customer Relationship Management),CRM,,,242A,,リプライオリ,FSE Q-Board (Fukuoka),福Ｑ
CRM (Customer Relationship Management),CRM,,,3808,,ＯＫＷＥＢ,NSE Main (Nagoya),名Ｎ
CRM (Customer Relationship Management),CRM,,,3977,,フュージョン,SSE Ambitious (Sapporo),札Ａ
CRM (Customer Relationship Management),CRM,,,545A,,トランヴィア,TSE Prime,東Ｐ
CRM (Customer Relationship Management),CRM,,,558A,,スクイーズ,TSE Growth,東Ｇ
CS Broadcasting (Communications Satellite TV),CS放送,"IT & SERVICES, OTHERS",Information & Communication,9405,ASAHI BROADCASTING GROUP HOLDINGS CORPORATION,朝日放送ＨＤ,TSE Prime,東Ｐ
CS Broadcasting (Communications Satellite TV),CS放送,"IT & SERVICES, OTHERS",Services,4347,Broadmedia Corporation,ブロメディア,TSE Standard,東Ｓ
CS Broadcasting (Communications Satellite TV),CS放送,"IT & SERVICES, OTHERS",Information & Communication,9412,SKY Perfect JSAT Holdings Inc.,スカＪＳＡＴ,TSE Prime,東Ｐ
CS Broadcasting (Communications Satellite TV),CS放送,"IT & SERVICES, OTHERS",Information & Communication,4772,"SM ENTERTAINMENT JAPAN Co.,Ltd.",ＳＭＥＪ,TSE Growth,東Ｇ
CS Broadcasting (Communications Satellite TV),CS放送,"IT & SERVICES, OTHERS",Information & Communication,4838,SPACE SHOWER SKIYAKI HOLDINGS INC.,ＳＳＳＫＨＤ,TSE Standard,東Ｓ
CS Broadcasting (Communications Satellite TV),CS放送,"IT & SERVICES, OTHERS",Information & Communication,2329,TOHOKUSHINSHA FILM CORPORATION,東北新社,TSE Standard,東Ｓ
CS Broadcasting (Communications Satellite TV),CS放送,"IT & SERVICES, OTHERS",Information & Communication,9409,TV Asahi Holdings Corporation,テレ朝ＨＤ,TSE Prime,東Ｐ
CS Broadcasting (Communications Satellite TV),CS放送,"IT & SERVICES, OTHERS",Information & Communication,4839,WOWOW INC.,ＷＯＷＯＷ,TSE Prime,東Ｐ
D2C (Direct-to-Consumer),D2C,RAW MATERIALS & CHEMICALS,Chemicals,247A,Ai ROBOTICS INC.,Ａｉロボ,TSE Growth,東Ｇ
D2C (Direct-to-Consumer),D2C,"IT & SERVICES, OTHERS",Information & Communication,5027,AnyMind Group Inc.,エニマインド,TSE Growth,東Ｇ
D2C (Direct-to-Consumer),D2C,"IT & SERVICES, OTHERS",Information & Communication,3662,"Ateam Holdings Co.,Ltd.",エイチーム,TSE Prime,東Ｐ
D2C (Direct-to-Consumer),D2C,"IT & SERVICES, OTHERS",Information & Communication,4477,"BASE,Inc.",ＢＡＳＥ,TSE Growth,東Ｇ
D2C (Direct-to-Consumer),D2C,"IT & SERVICES, OTHERS",Information & Communication,4496,Commerce One Holdings Inc.,コマースワン,TSE Growth,東Ｇ
D2C (Direct-to-Consumer),D2C,"IT & SERVICES, OTHERS",Information & Communication,3675,Cross Marketing Group Inc.,クロスマーケ,TSE Standard,東Ｓ
D2C (Direct-to-Consumer),D2C,"IT & SERVICES, OTHERS",Services,4751,"CyberAgent,Inc.",サイバー,TSE Prime,東Ｐ
D2C (Direct-to-Consumer),D2C,"IT & SERVICES, OTHERS",Services,7069,"CyberBuzz,Inc.",サイバーバズ,TSE Growth,東Ｇ
D2C (Direct-to-Consumer),D2C,"IT & SERVICES, OTHERS",Information & Communication,5571,"Excite Holdings Co.,Ltd.",エキサイト,TSE Standard,東Ｓ
D2C (Direct-to-Consumer),D2C,"IT & SERVICES, OTHERS",Information & Communication,4057,"Interfactory,Inc.",インタファク,TSE Growth,東Ｇ
D2C (Direct-to-Consumer),D2C,RETAIL TRADE,Retail Trade,3558,"JADE GROUP,Inc.",ジェイドＧ,TSE Growth,東Ｇ
D2C (Direct-to-Consumer),D2C,RETAIL TRADE,Retail Trade,7110,Kurashicom Inc.,クラシコム,TSE Growth,東Ｇ
D2C (Direct-to-Consumer),D2C,"IT & SERVICES, OTHERS",Services,7095,"Macbee Planet,Inc.",マクビープラ,TSE Prime,東Ｐ
D2C (Direct-to-Consumer),D2C,"IT & SERVICES, OTHERS",Information & Communication,4479,"Makuake,Inc.",マクアケ,TSE Growth,東Ｇ
D2C (Direct-to-Consumer),D2C,"IT & SERVICES, OTHERS",Information & Communication,4196,NEO MARKETING Inc.,ネオマーケ,TSE Standard,東Ｓ
D2C (Direct-to-Consumer),D2C,"IT & SERVICES, OTHERS",Services,7044,PIALA INC.,ピアラ,TSE Standard,東Ｓ
D2C (Direct-to-Consumer),D2C,RETAIL TRADE,Retail Trade,7140,Petgo Corporation,ペットゴー,TSE Growth,東Ｇ
D2C (Direct-to-Consumer),D2C,"IT & SERVICES, OTHERS",Information & Communication,3985,TEMONA.inc.,テモナ,TSE Standard,東Ｓ
D2C (Direct-to-Consumer),D2C,"IT & SERVICES, OTHERS",Information & Communication,3625,Techfirm Holdings Inc.,テックファム,TSE Growth,東Ｇ
D2C (Direct-to-Consumer),D2C,"IT & SERVICES, OTHERS",Services,6069,"Trenders,Inc.",トレンダ,TSE Growth,東Ｇ
D2C (Direct-to-Consumer),D2C,"IT & SERVICES, OTHERS",Services,9235,"Ureru Net Advertising Group Co.,Ltd.",売れるＧ,TSE Growth,東Ｇ
D2C (Direct-to-Consumer),D2C,"IT & SERVICES, OTHERS",Services,6058,VECTOR INC.,ベクトル,TSE Prime,東Ｐ
D2C (Direct-to-Consumer),D2C,RETAIL TRADE,Retail Trade,7564,"WORKMAN CO.,LTD.",ワークマン,TSE Standard,東Ｓ
D2C (Direct-to-Consumer),D2C,RAW MATERIALS & CHEMICALS,Chemicals,4937,Waqoo Inc.,ワクー,TSE Growth,東Ｇ
D2C (Direct-to-Consumer),D2C,"IT & SERVICES, OTHERS",Other Products,168A,itamiarts inc.,イタミアート,TSE Growth,東Ｇ
D2C (Direct-to-Consumer),D2C,RETAIL TRADE,Retail Trade,7694,itsumo.inc.,いつも,TSE Growth,東Ｇ
D2C (Direct-to-Consumer),D2C,,,542A,,ビタブリッド,TSE Growth,東Ｇ
D2C (Direct-to-Consumer),D2C,,,556A,,犬猫生活,TSE Growth,東Ｇ
DIY (Do-It-Yourself),DIY,RETAIL TRADE,Retail Trade,9842,ARCLANDS CORPORATION,アークランズ,TSE Prime,東Ｐ
DIY (Do-It-Yourself),DIY,RAW MATERIALS & CHEMICALS,Chemicals,4623,ASAHIPEN CORPORATION,アサヒペン,TSE Standard,東Ｓ
DIY (Do-It-Yourself),DIY,RETAIL TRADE,Retail Trade,3536,"AXAS HOLDINGS CO.,LTD.",アクサスＨＤ,TSE Standard,東Ｓ
DIY (Do-It-Yourself),DIY,RETAIL TRADE,Retail Trade,3546,"Alleanza Holdings Co.,Ltd.",アレンザＨＤ,TSE Prime,東Ｐ
DIY (Do-It-Yourself),DIY,RETAIL TRADE,Retail Trade,3050,"DCM Holdings Co.,Ltd.",ＤＣＭ,TSE Prime,東Ｐ
DIY (Do-It-Yourself),DIY,RETAIL TRADE,Retail Trade,7636,"HANDSMAN CO.,LTD",ハンズマン,TSE Standard,東Ｓ
DIY (Do-It-Yourself),DIY,RAW MATERIALS & CHEMICALS,Chemicals,4624,"Isamu Paint Co.,Ltd.",イサム,TSE Standard,東Ｓ
DIY (Do-It-Yourself),DIY,RETAIL TRADE,Retail Trade,3191,"JOYFUL HONDA CO.,LTD.",ジョイ本田,TSE Prime,東Ｐ
DIY (Do-It-Yourself),DIY,RETAIL TRADE,Retail Trade,9835,"JUNTENDO CO.,LTD.",ジュンテン,TSE Standard,東Ｓ
DIY (Do-It-Yourself),DIY,RETAIL TRADE,Retail Trade,9903,"KANSEKI CO.,LTD",カンセキ,TSE Standard,東Ｓ
DIY (Do-It-Yourself),DIY,RETAIL TRADE,Retail Trade,8218,"KOMERI CO.,LTD.",コメリ,TSE Prime,東Ｐ
DIY (Do-It-Yourself),DIY,RETAIL TRADE,Retail Trade,2790,"NAFCO Co.,Ltd.",ナフコ,TSE Standard,東Ｓ
DIY (Do-It-Yourself),DIY,RETAIL TRADE,Retail Trade,9976,"SEKICHU CO.,LTD.",セキチュー,TSE Standard,東Ｓ
DIY (Do-It-Yourself),DIY,RETAIL TRADE,Retail Trade,9989,"SUNDRUG CO.,LTD.",サンドラッグ,TSE Prime,東Ｐ
DIY (Do-It-Yourself),DIY,RETAIL TRADE,Retail Trade,141A,"TRIAL Holdings,Inc.",トライアル,TSE Growth,東Ｇ
DIY (Do-It-Yourself),DIY,RETAIL TRADE,Retail Trade,3199,"Watahan & Co.,Ltd.",綿半ＨＤ,TSE Prime,東Ｐ
DNA Chips / Microarrays,DNAチップ,RAW MATERIALS & CHEMICALS,Chemicals,4188,Mitsubishi Chemical Group Corporation,三菱ケミＧ,TSE Prime,東Ｐ
DNA Chips / Microarrays,DNAチップ,RAW MATERIALS & CHEMICALS,Textiles and Apparels,3402,"TORAY INDUSTRIES,INC.",東レ,TSE Prime,東Ｐ
DNA Chips / Microarrays,DNAチップ,CONSTRUCTION & MATERIALS,Metal Products,5901,"Toyo Seikan Group Holdings,Ltd.",洋缶ＨＤ,TSE Prime,東Ｐ
DPE (Photo Printing / Development),DPE,"IT & SERVICES, OTHERS",Services,7502,"PLAZA HOLDINGS CO.,LTD.",プラザＨＤ,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Services,7042,"ACCESS GROUP HOLDINGS CO.,LTD.",アクセスＨＤ,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,MACHINERY,Machinery,6232,ACSL Ltd.,ＡＣＳＬ,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4388,"AI,Inc.",エーアイ,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,REAL ESTATE,Real Estate,3496,"AZOOM CO.,LTD",アズーム,TSE Prime,東Ｐ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4395,Accrete Inc.,アクリート,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Services,7043,"Alue Co.,Ltd.",アルー,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4424,"Amazia,inc.",Ａｍａｚｉａ,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,REAL ESTATE,Real Estate,3490,"Azplanning Co.,Ltd.",アズ企画設計,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4381,"BPLATS,Inc.",ビープラッツ,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Services,7039,BRIDGE International Group Corp.,ブリッジ－Ｇ,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4393,"Bank of Innovation,Inc.",バンクオブイ,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Services,6577,"Bestone.Com Co.,Ltd",ベストワン,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Services,9272,"Boutiques,Inc.",ブティックス,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4398,"BroadBand Security,Inc.",ＢＢＳｅｃ,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,CONSTRUCTION & MATERIALS,Construction,1446,"CANDEAL Co.,Ltd.",キャンディル,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Services,6578,CORREC HOLDINGS Inc.,コレックＨＤ,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Services,6573,CRAVIA Inc.,ＣＲＡＶＩＡ,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Services,7041,"CRG HOLDINGS CO.,LTD.",ＣＲＧＨＤ,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Services,6574,Convano Inc.,コンヴァノ,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4421,"D.I.System Co.,Ltd.",ＤＩシステム,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,PHARMACEUTICAL,Pharmaceutical,4598,"Delta-Fly Pharma,Inc.",デルタフライ,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4427,"EduLab,Inc.",エデュラボ,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,REAL ESTATE,Real Estate,3489,"FaithNetwork Co.,Ltd",フェイスＮＷ,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,9450,Fibergate Inc.,ファイバーＧ,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Services,7038,Frontier Management Inc.,フロンティＭ,TSE Prime,東Ｐ
IPOs — Class of 2018,2018年のIPO,REAL ESTATE,Real Estate,3491,"GAtechnologies Co.,Ltd.",ＧＡテクノ,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,RETAIL TRADE,Retail Trade,9279,GIFT HOLDINGS INC.,ギフトＨＤ,TSE Prime,東Ｐ
IPOs — Class of 2018,2018年のIPO,REAL ESTATE,Real Estate,2970,"GLC GROUP,INC.",ジーエルシー,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4382,"HEROZ,Inc.",ＨＥＲＯＺ,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,STEEL & NONFERROUS METALS,Iron and Steel,5699,"IBOKIN Co.,Ltd.",イボキン,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4390,"IPS,Inc.",アイピーエス,TSE Prime,東Ｐ
IPOs — Class of 2018,2018年のIPO,FINANCIALS (EX BANKS),Insurance,7325,IRRC Corporation,アイリック,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,CONSTRUCTION & MATERIALS,Metal Products,3446,JTEC CORPORATION,Ｊテック・Ｃ,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,MACHINERY,Machinery,6233,KLASS Corporation,ＫＬＡＳＳ,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Services,6568,"KNC Laboratories Co.,Ltd.",神戸天然物化,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,9273,"KOA SHOJI HOLDINGS CO.,LTD.",コーア商ＨＤ,TSE Prime,東Ｐ
IPOs — Class of 2018,2018年のIPO,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,9274,"KPP GROUP HOLDINGS CO.,LTD.",ＫＰＰＧＨＤ,TSE Prime,東Ｐ
IPOs — Class of 2018,2018年のIPO,REAL ESTATE,Real Estate,3498,"Kasumigaseki Capital Co.,Ltd.",霞ヶ関Ｃ,TSE Prime,東Ｐ
IPOs — Class of 2018,2018年のIPO,REAL ESTATE,Real Estate,3495,"Koryojyuhan Co.,Ltd.",香陵住販,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4425,Kudan Inc.,Ｋｕｄａｎ,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Services,6570,Kyowa Corporation,共和コーポ,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4391,"Logizard Co.,Ltd.",ロジザード,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4380,M - mart Inc.,Ｍマート,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Other Products,7806,"MTG Co.,Ltd.",ＭＴＧ,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Services,7033,"Management Solutions Co.,Ltd.",ＭＳＯＬ,TSE Prime,東Ｐ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4385,"Mercari,Inc.",メルカリ,TSE Prime,東Ｐ
IPOs — Class of 2018,2018年のIPO,REAL ESTATE,Real Estate,3494,"Mullion Co.,Ltd.",マリオン,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Services,9332,"NISSO HOLDINGS Co.,Ltd.",ＮＩＳＳＯ,TSE Prime,東Ｐ
IPOs — Class of 2018,2018年のIPO,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,7670,O-WELL CORPORATION,オーウエル,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Services,6572,"OPEN Group,Inc.",オープンＧ,TSE Prime,東Ｐ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Services,7044,PIALA INC.,ピアラ,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Services,7047,PORT INC.,ポート,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Other Products,7805,PRINTNET INC.,プリントＮ,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4389,"Property Data Bank,Inc.",プロパテＤＢ,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Services,7034,"Prored Partners CO.,LTD.",プロレド,TSE Prime,東Ｐ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Services,6571,"QB Net Holdings Co.,Ltd.",ＱＢＮＨＤ,TSE Prime,東Ｐ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4384,RAKSUL INC.,ラクスル,TSE Prime,東Ｐ
IPOs — Class of 2018,2018年のIPO,FINANCIALS (EX BANKS),Insurance,7326,"SBI Insurance Group Co.,Ltd.",ＳＢＩＩＧ,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4386,"SIG Group Co.,Ltd.",ＳＩＧＧ,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Services,7030,SPRIX Inc.,スプリックス,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,CONSTRUCTION & MATERIALS,Metal Products,3447,"Shinwa Co.,Ltd.",信和,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,9434,SoftBank Corp.,ＳＢ,TSE Prime,東Ｐ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,9434,SoftBank Corp. (shares of preferred stock),ＳＢ,TSE Prime,東Ｐ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,9434,SoftBank Corp. (shares of preferred stock),ＳＢ,TSE Prime,東Ｐ
IPOs — Class of 2018,2018年のIPO,FINANCIALS (EX BANKS),Other Financing Business,7320,Solvvy Inc.,Ｓｏｌｖｖｙ,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4396,System Support Holdings Inc.,システムサポ,TSE Prime,東Ｐ
IPOs — Class of 2018,2018年のIPO,CONSTRUCTION & MATERIALS,Construction,1450,TANAKEN Inc.,タナケン,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Services,7046,TDSE Inc.,ＴＤＳＥ,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4397,TeamSpirit Inc.,チムスピ,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4422,VALUENEX Japan Inc.,ＶＮＸ,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Services,7048,VELTRA Corporation,ベルトラ,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,9270,Valuence Holdings Inc.,バリュエンス,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,RAW MATERIALS & CHEMICALS,Textiles and Apparels,3612,"WORLD CO.,LTD.",ワールド,TSE Prime,東Ｐ
IPOs — Class of 2018,2018年のIPO,RETAIL TRADE,Retail Trade,9271,"Wagokoro co.,ltd.",和心,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Services,6580,"Writeup Co.,Ltd.",ライトアップ,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4387,"ZUU Co.,Ltd.",ＺＵＵ,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Services,7035,"and factory,inc",アンファク,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Services,7036,eMnet Japan.co.ltd.,ＥＭネットＪ,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4420,"eSOL Co.,Ltd.",イーソル,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4394,"eXmotion Co.,Ltd.",エクスＭ,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Services,6579,"logly,Inc.",ログリー,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4428,sinops Inc.,シノプス,TSE Growth,東Ｇ
IPOs — Class of 2018,2018年のIPO,"IT & SERVICES, OTHERS",Services,7037,teno.Holdings Company Limited,テノ．ＨＤ,TSE Standard,東Ｓ
IPOs — Class of 2018,2018年のIPO,,,1449,,ＦＪ,SSE (Sapporo),札証
IPOs — Class of 2019,2019年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4476,AI CROSS Inc.,ＡＩクロス,TSE Growth,東Ｇ
IPOs — Class of 2019,2019年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4488,AI inside Inc.,ＡＩｉｎｓ,TSE Growth,東Ｇ
IPOs — Class of 2019,2019年のIPO,"IT & SERVICES, OTHERS",Services,6557,AIAI Group Corporation,ＡＩＡＩ,TSE Growth,東Ｇ
IPOs — Class of 2019,2019年のIPO,"IT & SERVICES, OTHERS",Services,7077,"ALiNK Internet,INC.",ＡＬｉＮＫ,TSE Growth,東Ｇ
IPOs — Class of 2019,2019年のIPO,RETAIL TRADE,Retail Trade,7678,"ASAKUMA CO.,LTD.",あさくま,TSE Standard,東Ｓ
IPOs — Class of 2019,2019年のIPO,"IT & SERVICES, OTHERS",Other Products,7800,"Amifa Co.,Ltd.",アミファ,TSE Standard,東Ｓ
IPOs — Class of 2019,2019年のIPO,"IT & SERVICES, OTHERS",Services,7071,"Amvis Holdings,Inc.",アンビスＨＤ,TSE Prime,東Ｐ
IPOs — Class of 2019,2019年のIPO,"IT & SERVICES, OTHERS",Other Products,7804,"B&P Co.,Ltd.",Ｂ＆Ｐ,TSE Standard,東Ｓ
IPOs — Class of 2019,2019年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4481,"BASE CO.,LTD.",ベース,TSE Prime,東Ｐ
IPOs — Class of 2019,2019年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4477,"BASE,Inc.",ＢＡＳＥ,TSE Growth,東Ｇ
IPOs — Class of 2019,2019年のIPO,"IT & SERVICES, OTHERS",Services,7063,Birdman Inc.,バードマン,TSE Growth,東Ｇ
IPOs — Class of 2019,2019年のIPO,"IT & SERVICES, OTHERS",Services,7067,Branding Technology Inc.,ブランドＴ,TSE Growth,東Ｇ
IPOs — Class of 2019,2019年のIPO,"IT & SERVICES, OTHERS",Other Products,7803,Bushiroad Inc.,ブシロード,TSE Growth,東Ｇ
IPOs — Class of 2019,2019年のIPO,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,7685,"BuySell Technologies Co.,Ltd.",バイセル,TSE Growth,東Ｇ
IPOs — Class of 2019,2019年のIPO,"IT & SERVICES, OTHERS",Services,7059,"COPRO-HOLDINGS.Co.,Ltd.",コプロＨＤ,TSE Prime,東Ｐ
IPOs — Class of 2019,2019年のIPO,PHARMACEUTICAL,Pharmaceutical,4880,"CellSource Co.,Ltd.",セルソース,TSE Standard,東Ｓ
IPOs — Class of 2019,2019年のIPO,"IT & SERVICES, OTHERS",Services,7069,"CyberBuzz,Inc.",サイバーバズ,TSE Growth,東Ｇ
IPOs — Class of 2019,2019年のIPO,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,7673,"DAIKO TSUSAN CO.,LTD.",ダイコー通産,TSE Standard,東Ｓ
IPOs — Class of 2019,2019年のIPO,"IT & SERVICES, OTHERS",Services,7050,FRONTIER INTERNATIONAL INC.,Ｆインタ,TSE Growth,東Ｇ
IPOs — Class of 2019,2019年のIPO,"IT & SERVICES, OTHERS",Services,7068,Feedforce Group Inc.,ＦフォースＧ,TSE Growth,東Ｇ
IPOs — Class of 2019,2019年のIPO,"IT & SERVICES, OTHERS",Services,7062,"Fureasu Co.,Ltd.",フレアス,TSE Growth,東Ｇ
IPOs — Class of 2019,2019年のIPO,RETAIL TRADE,Retail Trade,7682,"HAMAYUU CO.,LTD.",浜木綿,TSE Standard,東Ｓ
IPOs — Class of 2019,2019年のIPO,"IT & SERVICES, OTHERS",Information & Communication,4475,HENNGE K.K.,ＨＥＮＮＧＥ,TSE Growth,東Ｇ
