Symbol,Exchange,Industry (Sector),Subgroup (Theme),Sub-industry,Source Symbol,Match Type,ISIN,Company Name,Primary Company Name
535648.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,Recruitment & Classifieds,Internet & Catalogue Retail Companies,JUSTDIAL,primary_local,INE599M01018,Just Dial,Just Dial Limited
535719.BO,XBOM,DATA CENTER ECOSYSTEM,Power Grid & Distribution,Power Distribution Companies,535719,primary_local,INE989J01017,Ampvolts,AMPVOLTS LIMITED
535754.BO,XBOM,Const. & Materials,Cement,Cement & Cement Products Companies,ORIENTCEM,primary_local,INE876N01018,Orient Cement,Orient Cement Limited
535755.BO,XBOM,Lifestyle & Retail,Premium & Branded Apparel,Speciality Retail Companies,ABFRL,primary_local,INE647O01011,Aditya Bir. Fas.,Aditya Birla Fashion and Retail Limited
535789.BO,XBOM,BANKING & FINANCIAL SERVICES,Housing Finance,Housing Finance Company Companies,SAMMAANCAP,primary_local,INE148I01020,Sammaan Capital,Sammaan Capital Limited
535916.BO,XBOM,BANKING & FINANCIAL SERVICES,PSU Infra Finance,Other Financial Services Companies,535916,primary_local,INE030P01017,Alacrity Sec.,Alacrity Securities Limited
535958.BO,XBOM,Lifestyle & Retail,Home Textiles & Furnish,Other Textile Products Companies,ESSENTIA,primary_local,INE418N01035,Integra Essentia Limited,Integra Essentia Limited
536264.BO,XBOM,Logistics & Trans,Logistics,Logistics Solution Provider Companies,TIGERLOGS,primary_local,INE906O01029,Tiger Logistics (India) Limited,Tiger Logistics (India) Limited
536507.BO,XBOM,Lifestyle & Retail,Hypermarkets & Dept. Stores,Diversified Retail Companies,FLFL,bse_security_id,INE452O01016,Future Lifestyle,Future Lifestyle Fashions Limited
536565.BO,XBOM,Healthcare Segments,Pharma - API & CRAMS,"Healthcare Research, Analytics & Technology Companies",536565,primary_local,INE314I01036,Novelix Pharma.,NOVELIX PHARMACEUTICALS LIMITED
536773.BO,XBOM,BANKING & FINANCIAL SERVICES,Investment & Holding,Investment Company Companies,JPOLYINVST,primary_local,INE147P01019,Jindal Poly Inve,Jindal Poly Investment and Finance Company Limited
536974.BO,XBOM,Const. & Materials,Plastic Pipes,Plastic Products - Industrial Companies,536974,primary_local,INE536P01021,Captain Polyplas,CAPTAIN POLYPLAST LIMITED
537259.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,Telecom & Network Infra,Telecom - Infrastructure Companies,SUYOG,primary_local,INE442P01014,Suyog Telematics,Suyog Telematics Limited
537291.BO,XBOM,Agri Business,Rice & Grain Processing,Other Agricultural Products Companies,NATHBIOGEN,primary_local,INE448G01010,Nath Bio-Genes,Nath Bio-Genes (India) Limited
537292.BO,XBOM,Agri Business,Rice & Grain Processing,Other Agricultural Products Companies,AGRITECH,primary_local,INE449G01018,Agri-Tech (India) Limited,Agri-Tech (India) Limited
537669.BO,XBOM,DEFENSE & AEROSPACE SYSTEMS,Ship Building & Marine,Ship Building & Allied Services Companies,537669,primary_local,INE920P01019,Laxmipati Engg,LAXMIPATI ENGINEERING WORKS LIMITED
537766.BO,XBOM,POWER INFRA & ELECTRICALS,Cables & Electricals,Cables - Electricals Companies,BCP,bse_security_id,INE905P01028,B.C. Power,B.C. Power Controls Limited
537785.BO,XBOM,Env & Sustainability,Waste Management,Waste Management Companies,RACE,bse_security_id,INE084Q01012,Race Eco,RACE ECO CHAIN LIMITED
537820.BO,XBOM,BANKING & FINANCIAL SERVICES,Fintech,Other Financial Services Companies,VIJIFIN,bse_security_id,INE159N01027,Viji Finance Limited,VIJI FINANCE LIMITED
538092.BO,XBOM,Food & Beverages,Tea & Coffee,Tea & Coffee Companies,538092,primary_local,INE574G01013,Shri Vasuprada,SHRI VASUPRADA PLANTATIONS LIMITED
538119.BO,XBOM,Lifestyle & Retail,Home Textiles & Furnish,Other Textile Products Companies,RNBDENIMS,bse_security_id,INE012Q01039,R&B Denims,R&B Denims Limited
538268.BO,XBOM,Media & Leisure,Amusement Parks,Amusement Parks/ Other Recreation Companies,WONDERLA,primary_local,INE066O01014,Wonderla Holiday,Wonderla Holidays Limited
538365.BO,XBOM,METALS & MINING,Iron & Steel Core,Iron & Steel Companies,INCREDIBLE,primary_local,INE452L01012,INCREDIBLE INDUSTRIES LIMITED,INCREDIBLE INDUSTRIES LIMITED
538446.BO,XBOM,BANKING & FINANCIAL SERVICES,NBFC,Non Banking Financial Company (NBFC) Companies,MONEYBOXX,primary_local,INE296Q01012,Moneyboxx Finance Limited,Moneyboxx Finance Limited
538496.BO,XBOM,PROFESSIONAL SERVICES,"HR, Staffing & Training",Consulting Services Companies,538496,primary_local,INE849M01017,Tarini Internat.,Tarini International Limited
538521.BO,XBOM,TRAVEL & HOSPITALITY,Tour & Travel Services,"Tour, Travel Related Services Companies",538521,primary_local,INE969E01010,Yaan Enterprises,YAAN ENTERPRISES LIMITED
538537.BO,XBOM,DIVERSIFIED & TRADING,General Trading & Dist.,Trading & Distributors Companies,538537,primary_local,INE378P01036,Omansh Enterpri.,Omansh Enterprises Limited
538562.BO,XBOM,ENGINEERING & MANUFACTURING,Heavy Electrical Equip,Heavy Electrical Equipment Companies,SKIPPER,primary_local,INE439E01022,Skipper,Skipper Limited
538563.BO,XBOM,DIVERSIFIED & TRADING,General Trading & Dist.,Trading & Distributors Companies,538563,primary_local,INE673E01018,SMT Engineering,SMT ENGINEERING LIMITED
538564.BO,XBOM,Food & Beverages,Tea & Coffee,Tea & Coffee Companies,538564,primary_local,INE718P01017,James Warren Tea,James Warren Tea Limited
538565.BO,XBOM,Food & Beverages,Packaged & Processed Foods,Other Food Products Companies,538565,primary_local,INE878P01019,Vistar Amar,Vistar Amar Limited
538567.BO,XBOM,"ENERGY, OIL & GAS",Lubricants & Specialty Oils,Lubricants Companies,GULFOILLUB,primary_local,INE635Q01029,Gulf Oil Lubric.,Gulf Oil Lubricants India Limited
538598.BO,XBOM,Lifestyle & Retail,Premium & Branded Apparel,Garments & Apparels Companies,VISHAL,bse_security_id,INE755Q01025,Vishal Fabrics,Vishal Fabrics Limited
538635.BO,XBOM,Logistics & Trans,Logistics,Logistics Solution Provider Companies,SNOWMAN,primary_local,INE734N01019,Snowman Logistic,Snowman Logistics Limited
538666.BO,XBOM,Agri Business,Crop Protection,Pesticides & Agrochemicals Companies,SHARDACROP,primary_local,INE221J01015,Sharda Cropchem,Sharda Cropchem Limited
538674.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,Telecom Operators,Telecom - Cellular & Fixed line services Companies,538674,primary_local,INE158C01014,City Online Ser.,City Online Services Limited
538685.BO,XBOM,Media & Leisure,Media & Entertainment,Media & Entertainment Companies,SHEMAROO,primary_local,INE363M01019,Shemaroo Entert.,Shemaroo Entertainment Limited
538706.BO,XBOM,POWER INFRA & ELECTRICALS,Cables & Electricals,Cables - Electricals Companies,538706,primary_local,INE010R01023,Ultracab India,Ultracab (India) Limited
538713.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,Enterprise Platforms,Software Products Companies,538713,primary_local,INE011R01013,Atishay,Atishay Limited
538715.BO,XBOM,Const. & Materials,Plastic Pipes,Plastic Products - Industrial Companies,538715,primary_local,INE260R01016,Dhabriya Poly.,Dhabriya Polywood Limited
538730.BO,XBOM,Lifestyle & Retail,Apparel Retail Chains,Trading - Textile Products Companies,PDSL,primary_local,INE111Q01021,PDS,PDS Limited
538731.BO,XBOM,Media & Leisure,Amusement Parks,Amusement Parks/ Other Recreation Companies,538731,primary_local,INE982Q01017,Hanman Fit,HANMAN FIT LIMITED
538734.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,IT Services (Consulting),Computers - Software & Consulting Companies,CEINSYS,primary_local,INE016Q01014,Ceinsys Tech Limited,Ceinsys Tech Limited
538786.BO,XBOM,Media & Leisure,Print & Publication,Print Media Companies,538786,primary_local,INE473L01018,Citizen Infoline,Citizen Infoline Ltd.
538795.BO,XBOM,PROFESSIONAL SERVICES,Stationery & Paper,Paper & Paper Products Companies,538795,bse_code,INE185C01017,Sh. Ajit Pulp,Shree Ajit Pulp & Paper Limited
538835.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,IT Services (Consulting),Computers - Software & Consulting Companies,INTELLECT,primary_local,INE306R01017,Intellect Design,Intellect Design Arena Limited
538836.BO,XBOM,Lifestyle & Retail,Premium & Branded Apparel,Garments & Apparels Companies,MONTECARLO,primary_local,INE950M01013,Monte Carlo Fas.,Monte Carlo Fashions Limited
